customer_id,temperature,time,expiration,age,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y,dest_Home,dest_No Urgent Place,dest_Work,pass_Alone,pass_Friend(s),pass_Kid(s),pass_Partner,weather_Rainy,weather_Snowy,weather_Sunny,coupon_Bar,coupon_Carry out & Take away,coupon_Coffee House,coupon_Restaurant(20-50),coupon_Restaurant(<20),gender_Female,gender_Male,mar_Divorced,mar_Married partner,mar_Single,mar_Unmarried partner,mar_Widowed
338514,30,5,1,1,0,4,2,7,1,2,4,3,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
419060,30,5,2,1,0,3,0,9,2,3,3,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
498868,55,4,1,1,1,5,2,4,1,2,4,4,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
163136,80,4,1,1,0,3,0,1,5,5,3,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
195033,55,1,1,2,1,3,2,5,2,3,4,3,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
238978,80,1,1,3,1,5,2,4,2,4,3,3,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
440380,80,2,1,1,0,5,2,7,3,1,3,3,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
266965,80,5,1,1,0,3,2,4,3,5,4,3,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
348029,80,2,2,1,0,3,2,9,2,2,3,5,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
301189,80,4,2,3,1,4,2,9,2,1,5,4,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
418156,80,3,1,1,0,5,0,6,4,4,3,3,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
399635,55,4,2,3,1,3,2,8,1,5,2,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
466335,80,4,1,2,0,4,2,2,2,4,3,2,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
429007,30,5,2,2,1,4,2,8,1,2,2,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
167049,30,3,2,1,0,5,1,8,3,2,3,2,2,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
449270,55,5,1,3,0,6,2,2,1,1,4,4,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
453573,55,4,1,1,0,2,1,4,5,5,5,5,5,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
362304,55,1,2,1,0,3,1,2,3,2,3,3,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
263485,55,3,1,1,0,4,0,2,3,2,3,2,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
395330,55,1,1,2,1,6,2,5,2,4,4,3,2,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
332368,80,3,1,1,0,6,0,3,2,4,3,3,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
439534,30,1,1,1,0,6,2,9,2,5,4,5,3,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
432688,30,4,1,1,1,3,2,3,3,4,2,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
217556,55,1,2,1,0,5,2,9,1,3,3,4,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
248785,80,3,2,2,1,6,2,5,1,3,3,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
154123,80,3,1,2,1,6,2,9,1,4,3,4,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
262588,80,3,2,2,0,3,2,3,3,1,4,3,3,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
476796,55,5,1,3,1,3,2,6,3,1,3,3,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
144870,80,4,1,3,1,6,2,4,2,3,4,3,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
170571,80,4,2,3,1,3,2,4,3,2,4,3,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
175127,80,3,1,1,0,3,0,2,2,2,4,4,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
125296,80,5,2,1,1,6,2,3,1,3,4,4,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
158419,80,1,2,1,0,5,2,2,1,2,3,3,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
471390,30,4,1,2,1,3,2,3,3,2,3,3,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
259590,80,4,1,2,1,2,2,2,1,2,2,3,4,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
131758,55,1,1,2,0,3,2,3,3,1,4,3,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
222635,80,2,2,2,0,3,2,4,1,1,4,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
248292,30,4,1,1,0,5,2,8,3,1,2,2,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
141934,55,2,2,1,0,3,2,4,4,4,4,4,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
275688,55,4,1,3,0,2,3,5,2,2,4,3,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
242982,55,4,2,2,1,6,2,4,2,1,4,3,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
412061,55,4,1,3,1,2,3,7,1,1,4,2,3,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
210276,55,1,2,0,0,3,0,6,1,3,3,1,3,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
291303,55,4,2,1,0,3,1,2,1,2,3,4,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
173414,80,1,2,3,1,3,2,4,1,1,4,3,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
420268,55,5,2,3,1,4,3,1,1,1,2,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
213365,30,5,1,1,0,6,2,4,4,3,4,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
143088,30,2,1,1,0,4,1,4,2,3,3,3,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
422707,80,1,1,3,1,3,2,3,1,2,5,4,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
165611,55,1,1,2,1,5,2,2,1,2,3,2,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
180038,80,5,1,3,1,4,2,2,2,2,4,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
409465,80,2,2,3,1,4,2,9,2,1,5,4,3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
131749,30,5,1,2,0,6,1,1,1,2,2,4,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
177261,55,4,1,0,0,3,0,1,3,3,3,2,2,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
389311,80,4,2,1,0,5,2,2,3,4,4,4,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
318724,55,1,1,1,0,5,2,8,3,4,3,5,5,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
391985,80,5,1,1,1,6,0,3,1,5,4,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
336032,80,5,1,1,1,3,1,3,1,1,3,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
224678,80,4,2,1,0,3,2,9,2,2,5,4,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
472211,80,4,1,3,1,5,2,9,1,2,4,3,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
325963,55,4,2,1,0,5,1,9,2,4,3,2,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
347087,80,2,1,1,0,3,2,3,4,2,3,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
361135,80,1,2,1,1,5,0,4,1,2,5,4,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
226990,80,2,1,1,1,5,2,2,2,3,3,3,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
191602,80,2,2,1,1,3,2,2,1,3,4,4,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
425254,55,2,2,0,0,3,0,9,1,3,4,4,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
263852,55,1,1,1,1,5,2,2,3,4,3,3,2,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
292760,80,2,1,1,0,5,2,2,2,3,5,5,3,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
426078,80,5,2,1,0,4,2,2,2,3,3,3,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
412710,80,4,1,1,1,3,1,3,1,1,3,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
215505,80,1,1,1,0,5,2,8,3,4,3,5,5,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
337050,80,2,1,2,1,5,2,8,2,5,4,3,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
378567,80,4,2,1,0,3,2,5,3,4,5,3,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
397681,55,5,2,1,0,3,2,5,2,1,3,4,3,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
481661,30,3,1,1,1,5,2,6,1,2,5,4,2,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
372021,80,2,2,1,1,5,2,9,3,5,4,5,4,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
275420,30,5,1,2,1,6,2,7,2,4,5,3,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
468100,55,1,1,1,0,6,0,3,2,4,3,3,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
194248,55,5,2,3,1,4,2,2,2,2,4,3,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
344344,55,3,1,1,1,2,2,3,3,2,3,2,4,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
381465,30,5,2,2,1,3,2,3,3,2,3,3,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
156520,80,2,2,1,1,3,2,2,1,3,4,4,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
136015,30,2,1,3,1,3,2,4,3,4,4,5,4,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
427014,55,3,1,1,0,5,2,3,1,3,2,3,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
487884,80,1,1,3,0,6,2,2,1,1,4,4,2,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
251803,80,2,2,1,0,5,2,7,3,2,4,3,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
302723,30,1,1,2,1,3,2,9,1,5,5,5,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
155540,80,3,2,1,0,3,2,3,4,2,3,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
260767,80,2,1,2,0,5,2,9,2,3,4,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
227190,80,1,2,2,1,5,2,3,1,3,3,3,3,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
465677,55,2,1,2,1,3,2,9,2,2,3,3,2,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
149100,55,3,2,3,1,3,2,4,3,4,4,5,4,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
287450,80,3,2,1,0,3,1,5,1,1,3,5,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
147089,80,2,1,2,1,5,2,2,1,5,2,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
468428,30,5,1,2,1,5,2,7,2,2,3,3,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
467563,80,1,2,3,0,6,2,4,3,4,4,4,3,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
345093,80,2,1,3,1,5,3,1,1,4,5,5,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
430839,30,4,1,2,0,5,1,9,2,1,3,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
387978,55,2,1,1,0,5,2,3,2,2,4,3,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
379047,80,2,2,1,0,4,0,7,1,2,3,3,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
393331,80,3,1,1,0,4,2,7,1,2,4,3,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
308136,30,4,1,0,0,3,2,8,2,5,3,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
249982,55,5,2,1,0,3,2,2,4,1,5,3,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
364486,55,3,1,1,0,3,2,4,4,4,4,4,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
255825,55,4,1,2,1,6,2,5,1,3,3,3,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
189276,80,1,2,3,0,6,1,1,1,5,3,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
218761,30,1,1,1,1,3,2,1,1,1,1,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
251345,80,4,1,1,0,2,2,4,1,2,4,4,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
368640,30,5,1,3,1,5,2,2,1,3,4,2,2,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
167594,55,3,1,2,1,4,1,7,1,2,4,3,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
141104,80,5,1,1,0,2,2,3,1,3,3,3,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
202596,30,1,1,1,0,5,1,9,1,4,5,4,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
359556,55,2,2,3,1,6,3,2,3,4,4,4,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
356816,80,3,2,1,0,5,2,5,1,1,4,4,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
458039,80,4,2,3,0,5,2,9,3,4,4,3,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
251936,55,5,1,1,0,4,2,4,4,3,4,3,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
278254,80,3,2,2,1,6,2,5,4,5,4,4,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
221853,80,1,1,1,0,3,2,2,1,3,4,3,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
364071,80,4,1,1,1,4,1,5,1,3,3,3,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
204756,80,5,2,1,0,2,0,5,1,3,5,4,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
218114,55,5,1,1,1,3,2,9,3,2,4,3,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
343235,80,2,1,3,0,5,2,3,1,4,4,5,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
376257,30,5,2,3,1,6,2,3,2,3,3,3,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
142144,80,5,1,1,0,5,2,2,2,2,2,2,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
341186,30,5,2,1,1,5,1,9,1,4,4,4,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
468033,80,2,2,2,0,5,2,9,2,3,4,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
193469,80,5,1,1,0,4,2,7,1,2,4,3,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
